state,county,candidate,party,total_votes,won
New Hampshire,Lempster,Joe Biden,DEM,274,False
New Hampshire,Newport,Donald Trump,REP,1773,True
New Hampshire,Newport,Joe Biden,DEM,1301,False
New Hampshire,Plainfield,Joe Biden,DEM,1135,True
New Hampshire,Plainfield,Donald Trump,REP,522,False
New Hampshire,Springfield,Joe Biden,DEM,437,True
New Hampshire,Springfield,Donald Trump,REP,436,False
New Hampshire,Sunapee,Joe Biden,DEM,1309,True
New Hampshire,Sunapee,Donald Trump,REP,1086,False
New Hampshire,Unity,Donald Trump,REP,531,True
New Hampshire,Unity,Joe Biden,DEM,335,False
New Hampshire,Washington,Donald Trump,REP,467,True
New Hampshire,Washington,Joe Biden,DEM,314,False
New Jersey,Atlantic County,Joe Biden,DEM,73808,True
New Jersey,Atlantic County,Donald Trump,REP,64438,False
New Jersey,Bergen County,Joe Biden,DEM,285967,True
New Jersey,Bergen County,Donald Trump,REP,204417,False
New Jersey,Burlington County,Joe Biden,DEM,154595,True
New Jersey,Burlington County,Donald Trump,REP,103345,False
New Jersey,Camden County,Joe Biden,DEM,175065,True
New Jersey,Camden County,Donald Trump,REP,86207,False
New Jersey,Cape May County,Donald Trump,REP,33158,True
New Jersey,Cape May County,Joe Biden,DEM,23941,False
New Jersey,Cumberland County,Joe Biden,DEM,32742,True
New Jersey,Cumberland County,Donald Trump,REP,28952,False
New Jersey,Essex County,Joe Biden,DEM,266820,True
New Jersey,Essex County,Donald Trump,REP,75475,False
New Jersey,Gloucester County,Joe Biden,DEM,86702,True
New Jersey,Gloucester County,Donald Trump,REP,83340,False
New Jersey,Hudson County,Joe Biden,DEM,181452,True
New Jersey,Hudson County,Donald Trump,REP,65698,False
New Jersey,Hunterdon County,Donald Trump,REP,43153,True
New Jersey,Hunterdon County,Joe Biden,DEM,39457,False
New Jersey,Mercer County,Joe Biden,DEM,122532,True
New Jersey,Mercer County,Donald Trump,REP,51641,False
New Jersey,Middlesex County,Joe Biden,DEM,226250,True
New Jersey,Middlesex County,Donald Trump,REP,143467,False
New Jersey,Monmouth County,Donald Trump,REP,191808,True
New Jersey,Monmouth County,Joe Biden,DEM,181291,False
New Jersey,Morris County,Joe Biden,DEM,153881,True
New Jersey,Morris County,Donald Trump,REP,141134,False
New Jersey,Ocean County,Donald Trump,REP,217740,True
New Jersey,Ocean County,Joe Biden,DEM,119456,False
New Jersey,Passaic County,Joe Biden,DEM,129097,True
New Jersey,Passaic County,Donald Trump,REP,92009,False
New Jersey,Salem County,Donald Trump,REP,18827,True
New Jersey,Salem County,Joe Biden,DEM,14479,False
New Jersey,Somerset County,Joe Biden,DEM,111173,True
New Jersey,Somerset County,Donald Trump,REP,71996,False
New Jersey,Sussex County,Donald Trump,REP,51698,True
New Jersey,Sussex County,Joe Biden,DEM,34481,False
New Jersey,Union County,Joe Biden,DEM,170245,True
New Jersey,Union County,Donald Trump,REP,80002,False
New Jersey,Warren County,Donald Trump,REP,34769,True
New Jersey,Warren County,Joe Biden,DEM,24901,False
New Mexico,Bernalillo County,Joe Biden,DEM,193757,True
New Mexico,Bernalillo County,Donald Trump,REP,116135,False
New Mexico,Catron County,Donald Trump,REP,1698,True
New Mexico,Catron County,Joe Biden,DEM,595,False
New Mexico,Chaves County,Donald Trump,REP,15656,True
New Mexico,Chaves County,Joe Biden,DEM,6381,False
New Mexico,Cibola County,Joe Biden,DEM,4745,True
New Mexico,Cibola County,Donald Trump,REP,3975,False
New Mexico,Colfax County,Donald Trump,REP,3271,True
New Mexico,Colfax County,Joe Biden,DEM,2611,False
New Mexico,Curry County,Donald Trump,REP,10444,True
New Mexico,Curry County,Joe Biden,DEM,4307,False
New Mexico,De Baca County,Donald Trump,REP,656,True
New Mexico,De Baca County,Joe Biden,DEM,231,False
New Mexico,Do�a Ana County,Joe Biden,DEM,47957,True
New Mexico,Do�a Ana County,Donald Trump,REP,32802,False
New Mexico,Eddy County,Donald Trump,REP,17454,True
New Mexico,Eddy County,Joe Biden,DEM,5424,False
New Mexico,Grant County,Joe Biden,DEM,7590,True
New Mexico,Grant County,Donald Trump,REP,6553,False
New Mexico,Guadalupe County,Joe Biden,DEM,1234,True
New Mexico,Guadalupe County,Donald Trump,REP,917,False
New Mexico,Harding County,Donald Trump,REP,319,True
New Mexico,Harding County,Joe Biden,DEM,179,False
New Mexico,Hidalgo County,Donald Trump,REP,1120,True
New Mexico,Hidalgo County,Joe Biden,DEM,823,False
New Mexico,Lea County,Donald Trump,REP,16531,True
New Mexico,Lea County,Joe Biden,DEM,4061,False
New Mexico,Lincoln County,Donald Trump,REP,6942,True
New Mexico,Lincoln County,Joe Biden,DEM,3194,False
New Mexico,Los Alamos County,Joe Biden,DEM,7554,True
New Mexico,Los Alamos County,Donald Trump,REP,4278,False
New Mexico,Luna County,Donald Trump,REP,4408,True
New Mexico,Luna County,Joe Biden,DEM,3563,False
New Mexico,McKinley County,Joe Biden,DEM,18029,True
New Mexico,McKinley County,Donald Trump,REP,7801,False
New Mexico,Mora County,Joe Biden,DEM,1745,True
New Mexico,Mora County,Donald Trump,REP,903,False
New Mexico,Otero County,Donald Trump,REP,14521,True
New Mexico,Otero County,Joe Biden,DEM,8485,False
New Mexico,Quay County,Donald Trump,REP,2634,True
New Mexico,Quay County,Joe Biden,DEM,1170,False
New Mexico,Rio Arriba County,Joe Biden,DEM,10990,True
New Mexico,Rio Arriba County,Donald Trump,REP,5408,False
New Mexico,Roosevelt County,Donald Trump,REP,4634,True
New Mexico,Roosevelt County,Joe Biden,DEM,1802,False
New Mexico,Sandoval County,Joe Biden,DEM,40588,True
New Mexico,Sandoval County,Donald Trump,REP,34174,False
New Mexico,San Juan County,Donald Trump,REP,32874,True
New Mexico,San Juan County,Joe Biden,DEM,18083,False
New Mexico,San Miguel County,Joe Biden,DEM,7888,True
New Mexico,San Miguel County,Donald Trump,REP,3421,False
New Mexico,Santa Fe County,Joe Biden,DEM,62530,True
New Mexico,Santa Fe County,Donald Trump,REP,18329,False
New Mexico,Sierra County,Donald Trump,REP,3542,True
New Mexico,Sierra County,Joe Biden,DEM,2265,False
New Mexico,Socorro County,Joe Biden,DEM,3722,True
New Mexico,Socorro County,Donald Trump,REP,3255,False
New Mexico,Taos County,Joe Biden,DEM,13121,True
New Mexico,Taos County,Donald Trump,REP,3715,False
New Mexico,Torrance County,Donald Trump,REP,4772,True
New Mexico,Torrance County,Joe Biden,DEM,2344,False
New Mexico,Union County,Donald Trump,REP,1388,True
New Mexico,Union County,Joe Biden,DEM,383,False
New Mexico,Valencia County,Donald Trump,REP,17364,True
New Mexico,Valencia County,Joe Biden,DEM,14263,False
New York,Albany County,Joe Biden,DEM,99474,True
New York,Albany County,Donald Trump,REP,51081,False
New York,Allegany County,Donald Trump,REP,14135,True
New York,Allegany County,Joe Biden,DEM,6048,False
New York,Bronx County,Joe Biden,DEM,355374,True
New York,Bronx County,Donald Trump,REP,67740,False
New York,Broome County,Joe Biden,DEM,47010,True
New York,Broome County,Donald Trump,REP,43800,False
New York,Cattaraugus County,Donald Trump,REP,22155,True
New York,Cattaraugus County,Joe Biden,DEM,11879,False
New York,Cayuga County,Donald Trump,REP,19512,True
New York,Cayuga County,Joe Biden,DEM,16149,False
New York,Chautauqua County,Donald Trump,REP,34853,True
New York,Chautauqua County,Joe Biden,DEM,23087,False
New York,Chemung County,Donald Trump,REP,21922,True
New York,Chemung County,Joe Biden,DEM,16636,False
New York,Chenango County,Donald Trump,REP,13482,True
New York,Chenango County,Joe Biden,DEM,8290,False
New York,Clinton County,Joe Biden,DEM,18364,True
New York,Clinton County,Donald Trump,REP,16514,False
New York,Columbia County,Joe Biden,DEM,20386,True
New York,Columbia County,Donald Trump,REP,14464,False
New York,Cortland County,Donald Trump,REP,10789,True
New York,Cortland County,Joe Biden,DEM,10369,False
New York,Delaware County,Donald Trump,REP,13387,True
New York,Delaware County,Joe Biden,DEM,9143,False
New York,Dutchess County,Joe Biden,DEM,81443,True
New York,Dutchess County,Donald Trump,REP,66872,False
New York,Erie County,Joe Biden,DEM,267174,True
New York,Erie County,Donald Trump,REP,197527,False
New York,Essex County,Joe Biden,DEM,9947,True
New York,Essex County,Donald Trump,REP,8976,False
New York,Franklin County,Donald Trump,REP,9668,True
New York,Franklin County,Joe Biden,DEM,9253,False
New York,Fulton County,Donald Trump,REP,15378,True
New York,Fulton County,Joe Biden,DEM,7931,False
New York,Genesee County,Donald Trump,REP,18876,True
New York,Genesee County,Joe Biden,DEM,9625,False
New York,Greene County,Donald Trump,REP,14271,True
New York,Greene County,Joe Biden,DEM,10346,False
New York,Hamilton County,Donald Trump,REP,2225,True
New York,Hamilton County,Joe Biden,DEM,1178,False
New York,Herkimer County,Donald Trump,REP,18870,True
New York,Herkimer County,Joe Biden,DEM,9937,False
New York,Jefferson County,Donald Trump,REP,25629,True
New York,Jefferson County,Joe Biden,DEM,17307,False
New York,Kings County,Joe Biden,DEM,703310,True
New York,Kings County,Donald Trump,REP,202772,False
New York,Lewis County,Donald Trump,REP,8894,True
New York,Lewis County,Joe Biden,DEM,3824,False
New York,Livingston County,Donald Trump,REP,18182,True
New York,Livingston County,Joe Biden,DEM,12477,False
New York,Madison County,Donald Trump,REP,18408,True
New York,Madison County,Joe Biden,DEM,14807,False
New York,Monroe County,Joe Biden,DEM,225746,True
New York,Monroe County,Donald Trump,REP,145661,False
New York,Montgomery County,Donald Trump,REP,12745,True
New York,Montgomery County,Joe Biden,DEM,7977,False
New York,Nassau County,Joe Biden,DEM,396504,True
New York,Nassau County,Donald Trump,REP,326716,False
New York,New York County,Joe Biden,DEM,603040,True
New York,New York County,Donald Trump,REP,85185,False
New York,Niagara County,Donald Trump,REP,56068,True
New York,Niagara County,Joe Biden,DEM,46029,False
New York,Oneida County,Donald Trump,REP,57180,True
New York,Oneida County,Joe Biden,DEM,41567,False
New York,Onondaga County,Joe Biden,DEM,138894,True
New York,Onondaga County,Donald Trump,REP,90619,False
New York,Ontario County,Donald Trump,REP,29039,True
New York,Ontario County,Joe Biden,DEM,29025,False
New York,Orange County,Donald Trump,REP,84996,True
New York,Orange County,Joe Biden,DEM,84684,False
New York,Orleans County,Donald Trump,REP,12126,True
New York,Orleans County,Joe Biden,DEM,5587,False
New York,Oswego County,Donald Trump,REP,32138,True
New York,Oswego County,Joe Biden,DEM,21143,False
New York,Otsego County,Donald Trump,REP,14382,True
New York,Otsego County,Joe Biden,DEM,12975,False
New York,Putnam County,Donald Trump,REP,29283,True
New York,Putnam County,Joe Biden,DEM,24953,False
New York,Queens County,Joe Biden,DEM,569038,True
New York,Queens County,Donald Trump,REP,212665,False
New York,Rensselaer County,Joe Biden,DEM,40969,True
New York,Rensselaer County,Donald Trump,REP,36500,False
New York,Richmond County,Donald Trump,REP,123320,True
New York,Richmond County,Joe Biden,DEM,90997,False
New York,Rockland County,Joe Biden,DEM,75802,True
New York,Rockland County,Donald Trump,REP,73186,False
New York,St. Lawrence County,Donald Trump,REP,24608,True
New York,St. Lawrence County,Joe Biden,DEM,19361,False
New York,Saratoga County,Joe Biden,DEM,68471,True
New York,Saratoga County,Donald Trump,REP,61305,False
New York,Schenectady County,Joe Biden,DEM,42465,True
New York,Schenectady County,Donald Trump,REP,30741,False
New York,Schoharie County,Donald Trump,REP,9903,True
New York,Schoharie County,Joe Biden,DEM,5345,False
New York,Schuyler County,Donald Trump,REP,5621,True
New York,Schuyler County,Joe Biden,DEM,3903,False
New York,Seneca County,Donald Trump,REP,8329,True
New York,Seneca County,Joe Biden,DEM,6914,False
New York,Steuben County,Donald Trump,REP,29474,True
New York,Steuben County,Joe Biden,DEM,15790,False
New York,Suffolk County,Donald Trump,REP,381253,True
New York,Suffolk County,Joe Biden,DEM,381021,False
New York,Sullivan County,Donald Trump,REP,18665,True
New York,Sullivan County,Joe Biden,DEM,15489,False
New York,Tioga County,Donald Trump,REP,14791,True
New York,Tioga County,Joe Biden,DEM,9634,False
New York,Tompkins County,Joe Biden,DEM,33619,True
New York,Tompkins County,Donald Trump,REP,11096,False
New York,Ulster County,Joe Biden,DEM,57970,True
New York,Ulster County,Donald Trump,REP,37590,False
New York,Warren County,Donald Trump,REP,17699,True
New York,Warren County,Joe Biden,DEM,17642,False
New York,Washington County,Donald Trump,REP,15941,True
New York,Washington County,Joe Biden,DEM,11565,False
New York,Wayne County,Donald Trump,REP,26204,True
New York,Wayne County,Joe Biden,DEM,17456,False
New York,Westchester County,Joe Biden,DEM,312371,True
New York,Westchester County,Donald Trump,REP,144713,False
New York,Wyoming County,Donald Trump,REP,13898,True
New York,Wyoming County,Joe Biden,DEM,5073,False
New York,Yates County,Donald Trump,REP,6208,True
New York,Yates County,Joe Biden,DEM,4219,False
North Carolina,Alamance County,Donald Trump,REP,46056,True
North Carolina,Alamance County,Joe Biden,DEM,38825,False
North Carolina,Alexander County,Donald Trump,REP,15888,True
North Carolina,Alexander County,Joe Biden,DEM,4145,False
North Carolina,Alleghany County,Donald Trump,REP,4527,True
North Carolina,Alleghany County,Joe Biden,DEM,1486,False
North Carolina,Anson County,Joe Biden,DEM,5789,True
North Carolina,Anson County,Donald Trump,REP,5321,False
North Carolina,Ashe County,Donald Trump,REP,11451,True
North Carolina,Ashe County,Joe Biden,DEM,4164,False
North Carolina,Avery County,Donald Trump,REP,7172,True
North Carolina,Avery County,Joe Biden,DEM,2191,False
North Carolina,Beaufort County,Donald Trump,REP,16437,True
North Carolina,Beaufort County,Joe Biden,DEM,9633,False
North Carolina,Bertie County,Joe Biden,DEM,5939,True
North Carolina,Bertie County,Donald Trump,REP,3817,False
North Carolina,Bladen County,Donald Trump,REP,9676,True
North Carolina,Bladen County,Joe Biden,DEM,7326,False
North Carolina,Brunswick County,Donald Trump,REP,55850,True
North Carolina,Brunswick County,Joe Biden,DEM,33310,False
North Carolina,Buncombe County,Joe Biden,DEM,96515,True
North Carolina,Buncombe County,Donald Trump,REP,62412,False
North Carolina,Burke County,Donald Trump,REP,31019,True
North Carolina,Burke County,Joe Biden,DEM,13118,False
North Carolina,Cabarrus County,Donald Trump,REP,63237,True
North Carolina,Cabarrus County,Joe Biden,DEM,52162,False
North Carolina,Caldwell County,Donald Trump,REP,32119,True
North Carolina,Caldwell County,Joe Biden,DEM,10245,False
North Carolina,Camden County,Donald Trump,REP,4312,True
North Carolina,Camden County,Joe Biden,DEM,1537,False
North Carolina,Carteret County,Donald Trump,REP,30028,True
North Carolina,Carteret County,Joe Biden,DEM,12093,False
North Carolina,Caswell County,Donald Trump,REP,7089,True
North Carolina,Caswell County,Joe Biden,DEM,4860,False
North Carolina,Catawba County,Donald Trump,REP,56588,True
North Carolina,Catawba County,Joe Biden,DEM,25689,False
North Carolina,Chatham County,Joe Biden,DEM,26787,True
North Carolina,Chatham County,Donald Trump,REP,21186,False
North Carolina,Cherokee County,Donald Trump,REP,12628,True
North Carolina,Cherokee County,Joe Biden,DEM,3583,False
North Carolina,Chowan County,Donald Trump,REP,4471,True
North Carolina,Chowan County,Joe Biden,DEM,3247,False
North Carolina,Clay County,Donald Trump,REP,5112,True
North Carolina,Clay County,Joe Biden,DEM,1699,False
North Carolina,Cleveland County,Donald Trump,REP,33798,True
North Carolina,Cleveland County,Joe Biden,DEM,16955,False
North Carolina,Columbus County,Donald Trump,REP,16832,True
North Carolina,Columbus County,Joe Biden,DEM,9446,False
North Carolina,Craven County,Donald Trump,REP,31032,True
North Carolina,Craven County,Joe Biden,DEM,21148,False
North Carolina,Cumberland County,Joe Biden,DEM,84469,True
North Carolina,Cumberland County,Donald Trump,REP,60032,False
North Carolina,Currituck County,Donald Trump,REP,11657,True
North Carolina,Currituck County,Joe Biden,DEM,4195,False
North Carolina,Dare County,Donald Trump,REP,13938,True
North Carolina,Dare County,Joe Biden,DEM,9936,False
North Carolina,Davidson County,Donald Trump,REP,64658,True
North Carolina,Davidson County,Joe Biden,DEM,22636,False
North Carolina,Davie County,Donald Trump,REP,18228,True
North Carolina,Davie County,Joe Biden,DEM,6713,False
North Carolina,Duplin County,Donald Trump,REP,13793,True
North Carolina,Duplin County,Joe Biden,DEM,8767,False
North Carolina,Durham County,Joe Biden,DEM,144688,True
North Carolina,Durham County,Donald Trump,REP,32459,False
North Carolina,Edgecombe County,Joe Biden,DEM,16089,True
North Carolina,Edgecombe County,Donald Trump,REP,9206,False
North Carolina,Forsyth County,Joe Biden,DEM,113033,True
North Carolina,Forsyth County,Donald Trump,REP,85064,False
North Carolina,Franklin County,Donald Trump,REP,20901,True
North Carolina,Franklin County,Joe Biden,DEM,15879,False
North Carolina,Gaston County,Donald Trump,REP,73033,True
North Carolina,Gaston County,Joe Biden,DEM,40959,False
North Carolina,Gates County,Donald Trump,REP,3367,True
North Carolina,Gates County,Joe Biden,DEM,2546,False
North Carolina,Graham County,Donald Trump,REP,3710,True
North Carolina,Graham County,Joe Biden,DEM,905,False
North Carolina,Granville County,Donald Trump,REP,16647,True
North Carolina,Granville County,Joe Biden,DEM,14565,False
North Carolina,Greene County,Donald Trump,REP,4874,True
North Carolina,Greene County,Joe Biden,DEM,3832,False
North Carolina,Guilford County,Joe Biden,DEM,173086,True
North Carolina,Guilford County,Donald Trump,REP,107294,False
North Carolina,Halifax County,Joe Biden,DEM,15545,True
North Carolina,Halifax County,Donald Trump,REP,10080,False
North Carolina,Harnett County,Donald Trump,REP,35177,True
North Carolina,Harnett County,Joe Biden,DEM,22093,False
North Carolina,Haywood County,Donald Trump,REP,22834,True
North Carolina,Haywood County,Joe Biden,DEM,13144,False
North Carolina,Henderson County,Donald Trump,REP,40032,True
North Carolina,Henderson County,Joe Biden,DEM,27211,False
North Carolina,Hertford County,Joe Biden,DEM,7097,True
North Carolina,Hertford County,Donald Trump,REP,3479,False
North Carolina,Hoke County,Joe Biden,DEM,11804,True
North Carolina,Hoke County,Donald Trump,REP,9453,False
North Carolina,Hyde County,Donald Trump,REP,1418,True
North Carolina,Hyde County,Joe Biden,DEM,1046,False
North Carolina,Iredell County,Donald Trump,REP,67010,True
North Carolina,Iredell County,Joe Biden,DEM,33888,False
North Carolina,Jackson County,Donald Trump,REP,11356,True
North Carolina,Jackson County,Joe Biden,DEM,9591,False
North Carolina,Johnston County,Donald Trump,REP,68353,True
North Carolina,Johnston County,Joe Biden,DEM,41257,False
North Carolina,Jones County,Donald Trump,REP,3280,True
North Carolina,Jones County,Joe Biden,DEM,2197,False
North Carolina,Lee County,Donald Trump,REP,16469,True
North Carolina,Lee County,Joe Biden,DEM,12143,False
North Carolina,Lenoir County,Donald Trump,REP,14590,True
North Carolina,Lenoir County,Joe Biden,DEM,13605,False
North Carolina,Lincoln County,Donald Trump,REP,36341,True
North Carolina,Lincoln County,Joe Biden,DEM,13274,False
North Carolina,McDowell County,Donald Trump,REP,16883,True
North Carolina,McDowell County,Joe Biden,DEM,5832,False
North Carolina,Macon County,Donald Trump,REP,14211,True
North Carolina,Macon County,Joe Biden,DEM,6230,False
North Carolina,Madison County,Donald Trump,REP,7979,True
North Carolina,Madison County,Joe Biden,DEM,4901,False
North Carolina,Martin County,Donald Trump,REP,6532,True
North Carolina,Martin County,Joe Biden,DEM,5911,False
North Carolina,Mecklenburg County,Joe Biden,DEM,378107,True
North Carolina,Mecklenburg County,Donald Trump,REP,179211,False
North Carolina,Mitchell County,Donald Trump,REP,7090,True
North Carolina,Mitchell County,Joe Biden,DEM,1867,False
North Carolina,Montgomery County,Donald Trump,REP,8411,True
North Carolina,Montgomery County,Joe Biden,DEM,4327,False
North Carolina,Moore County,Donald Trump,REP,36764,True
North Carolina,Moore County,Joe Biden,DEM,20779,False
North Carolina,Nash County,Joe Biden,DEM,25947,True
North Carolina,Nash County,Donald Trump,REP,25827,False
North Carolina,New Hanover County,Joe Biden,DEM,66138,True
North Carolina,New Hanover County,Donald Trump,REP,63331,False
North Carolina,Northampton County,Joe Biden,DEM,6069,True
North Carolina,Northampton County,Donald Trump,REP,3989,False
North Carolina,Onslow County,Donald Trump,REP,46078,True
North Carolina,Onslow County,Joe Biden,DEM,24266,False
North Carolina,Orange County,Joe Biden,DEM,63594,True
North Carolina,Orange County,Donald Trump,REP,20176,False
North Carolina,Pamlico County,Donald Trump,REP,4849,True
North Carolina,Pamlico County,Joe Biden,DEM,2713,False
North Carolina,Pasquotank County,Joe Biden,DEM,9832,True
North Carolina,Pasquotank County,Donald Trump,REP,9770,False
North Carolina,Pender County,Donald Trump,REP,21956,True
North Carolina,Pender County,Joe Biden,DEM,11723,False
North Carolina,Perquimans County,Donald Trump,REP,4903,True
North Carolina,Perquimans County,Joe Biden,DEM,2492,False
North Carolina,Person County,Donald Trump,REP,13184,True
North Carolina,Person County,Joe Biden,DEM,8465,False
North Carolina,Pitt County,Joe Biden,DEM,47252,True
North Carolina,Pitt County,Donald Trump,REP,38982,False
North Carolina,Polk County,Donald Trump,REP,7689,True
North Carolina,Polk County,Joe Biden,DEM,4518,False
North Carolina,Randolph County,Donald Trump,REP,56894,True
North Carolina,Randolph County,Joe Biden,DEM,15618,False
North Carolina,Richmond County,Donald Trump,REP,11830,True
North Carolina,Richmond County,Joe Biden,DEM,8754,False
North Carolina,Robeson County,Donald Trump,REP,27806,True
North Carolina,Robeson County,Joe Biden,DEM,19020,False
North Carolina,Rockingham County,Donald Trump,REP,31301,True
North Carolina,Rockingham County,Joe Biden,DEM,15992,False
North Carolina,Rowan County,Donald Trump,REP,49297,True
North Carolina,Rowan County,Joe Biden,DEM,23114,False
North Carolina,Rutherford County,Donald Trump,REP,24891,True
North Carolina,Rutherford County,Joe Biden,DEM,9135,False
North Carolina,Sampson County,Donald Trump,REP,17411,True
North Carolina,Sampson County,Joe Biden,DEM,10966,False
North Carolina,Scotland County,Donald Trump,REP,7473,True
North Carolina,Scotland County,Joe Biden,DEM,7186,False
North Carolina,Stanly County,Donald Trump,REP,25458,True
North Carolina,Stanly County,Joe Biden,DEM,8129,False
North Carolina,Stokes County,Donald Trump,REP,20142,True
North Carolina,Stokes County,Joe Biden,DEM,5286,False
North Carolina,Surry County,Donald Trump,REP,27538,True
North Carolina,Surry County,Joe Biden,DEM,8721,False
North Carolina,Swain County,Donald Trump,REP,4161,True
North Carolina,Swain County,Joe Biden,DEM,2780,False
North Carolina,Transylvania County,Donald Trump,REP,11636,True
North Carolina,Transylvania County,Joe Biden,DEM,8444,False
North Carolina,Tyrrell County,Donald Trump,REP,1044,True
North Carolina,Tyrrell County,Joe Biden,DEM,758,False
North Carolina,Union County,Donald Trump,REP,80382,True
North Carolina,Union County,Joe Biden,DEM,48725,False
North Carolina,Vance County,Joe Biden,DEM,12431,True
North Carolina,Vance County,Donald Trump,REP,8391,False
North Carolina,Wake County,Joe Biden,DEM,393336,True
North Carolina,Wake County,Donald Trump,REP,226197,False
North Carolina,Warren County,Joe Biden,DEM,6400,True
North Carolina,Warren County,Donald Trump,REP,3752,False
North Carolina,Washington County,Joe Biden,DEM,3396,True
North Carolina,Washington County,Donald Trump,REP,2781,False
North Carolina,Watauga County,Joe Biden,DEM,17122,True
North Carolina,Watauga County,Donald Trump,REP,14451,False
North Carolina,Wayne County,Donald Trump,REP,30709,True
North Carolina,Wayne County,Joe Biden,DEM,24215,False
North Carolina,Wilkes County,Donald Trump,REP,27592,True
North Carolina,Wilkes County,Joe Biden,DEM,7511,False
North Carolina,Wilson County,Joe Biden,DEM,20754,True
North Carolina,Wilson County,Donald Trump,REP,19581,False
North Carolina,Yadkin County,Donald Trump,REP,15933,True
North Carolina,Yadkin County,Joe Biden,DEM,3763,False
North Carolina,Yancey County,Donald Trump,REP,7516,True
North Carolina,Yancey County,Joe Biden,DEM,3688,False
North Dakota,Adams County,Donald Trump,REP,981,True
North Dakota,Adams County,Joe Biden,DEM,258,False
North Dakota,Barnes County,Donald Trump,REP,3568,True
North Dakota,Barnes County,Joe Biden,DEM,1820,False
North Dakota,Benson County,Donald Trump,REP,1094,True
North Dakota,Benson County,Joe Biden,DEM,822,False
North Dakota,Billings County,Donald Trump,REP,541,True
North Dakota,Billings County,Joe Biden,DEM,72,False
North Dakota,Bottineau County,Donald Trump,REP,2575,True
North Dakota,Bottineau County,Joe Biden,DEM,821,False
North Dakota,Bowman County,Donald Trump,REP,1395,True
North Dakota,Bowman County,Joe Biden,DEM,228,False
North Dakota,Burke County,Donald Trump,REP,994,True
North Dakota,Burke County,Joe Biden,DEM,137,False
North Dakota,Burleigh County,Donald Trump,REP,34744,True
North Dakota,Burleigh County,Joe Biden,DEM,14348,False
North Dakota,Cass County,Donald Trump,REP,42619,True
North Dakota,Cass County,Joe Biden,DEM,40311,False
North Dakota,Cavalier County,Donald Trump,REP,1499,True
North Dakota,Cavalier County,Joe Biden,DEM,474,False
North Dakota,Dickey County,Donald Trump,REP,1742,True
North Dakota,Dickey County,Joe Biden,DEM,608,False
North Dakota,Divide County,Donald Trump,REP,904,True
North Dakota,Divide County,Joe Biden,DEM,265,False
North Dakota,Dunn County,Donald Trump,REP,1951,True
North Dakota,Dunn County,Joe Biden,DEM,342,False
North Dakota,Eddy County,Donald Trump,REP,854,True
North Dakota,Eddy County,Joe Biden,DEM,383,False
North Dakota,Emmons County,Donald Trump,REP,1738,True
North Dakota,Emmons County,Joe Biden,DEM,237,False
North Dakota,Foster County,Donald Trump,REP,1362,True
North Dakota,Foster County,Joe Biden,DEM,373,False
North Dakota,Golden Valley County,Donald Trump,REP,871,True
North Dakota,Golden Valley County,Joe Biden,DEM,137,False
North Dakota,Grand Forks County,Donald Trump,REP,16987,True
North Dakota,Grand Forks County,Joe Biden,DEM,12880,False
North Dakota,Grant County,Donald Trump,REP,1145,True
North Dakota,Grant County,Joe Biden,DEM,207,False
North Dakota,Griggs County,Donald Trump,REP,907,True
North Dakota,Griggs County,Joe Biden,DEM,308,False
North Dakota,Hettinger County,Donald Trump,REP,1091,True
North Dakota,Hettinger County,Joe Biden,DEM,196,False
North Dakota,Kidder County,Donald Trump,REP,1215,True
North Dakota,Kidder County,Joe Biden,DEM,221,False
North Dakota,LaMoure County,Donald Trump,REP,1645,True
North Dakota,LaMoure County,Joe Biden,DEM,527,False
North Dakota,Logan County,Donald Trump,REP,930,True
North Dakota,Logan County,Joe Biden,DEM,128,False
North Dakota,McHenry County,Donald Trump,REP,2364,True
North Dakota,McHenry County,Joe Biden,DEM,564,False
North Dakota,McIntosh County,Donald Trump,REP,1153,True
North Dakota,McIntosh County,Joe Biden,DEM,261,False
North Dakota,McKenzie County,Donald Trump,REP,4482,True
North Dakota,McKenzie County,Joe Biden,DEM,814,False
North Dakota,McLean County,Donald Trump,REP,4198,True
North Dakota,McLean County,Joe Biden,DEM,1230,False
North Dakota,Mercer County,Donald Trump,REP,3856,True
North Dakota,Mercer County,Joe Biden,DEM,704,False
North Dakota,Morton County,Donald Trump,REP,12243,True
North Dakota,Morton County,Joe Biden,DEM,3872,False
North Dakota,Mountrail County,Donald Trump,REP,2824,True
North Dakota,Mountrail County,Joe Biden,DEM,1256,False
North Dakota,Nelson County,Donald Trump,REP,1141,True
North Dakota,Nelson County,Joe Biden,DEM,586,False
North Dakota,Oliver County,Donald Trump,REP,918,True
North Dakota,Oliver County,Joe Biden,DEM,129,False
North Dakota,Pembina County,Donald Trump,REP,2460,True
North Dakota,Pembina County,Joe Biden,DEM,786,False
North Dakota,Pierce County,Donald Trump,REP,1585,True
North Dakota,Pierce County,Joe Biden,DEM,497,False
North Dakota,Ramsey County,Donald Trump,REP,3577,True
North Dakota,Ramsey County,Joe Biden,DEM,1639,False
North Dakota,Ransom County,Donald Trump,REP,1418,True
North Dakota,Ransom County,Joe Biden,DEM,945,False
North Dakota,Renville County,Donald Trump,REP,1065,True
North Dakota,Renville County,Joe Biden,DEM,220,False
North Dakota,Richland County,Donald Trump,REP,5072,True
